Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
4F78465879525A4A7A394666716C6761526A564653413D3D,624663665941697031726C442B4F75673236724479413D3D,Основы квантовой электроники,6,2017/2018,2,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
4F78465879525A4A7A394666716C6761526A564653413D3D,624663665941697031726C442B4F75673236724479413D3D,Прикладная оптика,7,2018/2019,3,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
4F78465879525A4A7A394666716C6761526A564653413D3D,624663665941697031726C442B4F75673236724479413D3D,Экономика 2.5,6,2017/2018,4,12.03.02 Оптотехника,Очная,Бакалавр,Отчисленный
4F784C382B6D505439772B672F484747514E43766C413D3D,4672797852596D5538586332724759494141677054513D3D,Физико-химические основы тепломассообменных процессов,3,2016/2017,3,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
4F784C382B6D505439772B672F484747514E43766C413D3D,4672797852596D5538586332724759494141677054513D3D,Ядерные энергетические установки,2,2015/2016,3,13.04.01 Теплоэнергетика и теплотехника,Очная,Магистр,Отчисленный
4F78722F6B67446A505644306B324E6A6670475063413D3D,57466D564F6B5563514952484A6D4147465947347A413D3D,Автоматизация технологических комплексов и систем в промышленности,3,2016/2017,4,13.04.02 Электроэнергетика и электротехника,Очная,Магистр,Отчисленный
4F7A7050313248436E314C4E705833567777484441413D3D,5A776277326E4978616C56594749574B3642363454673D3D,Конструкции и проектирование электропечей и агрегатов,7,2018/2019,2,22.03.02 Металлургия,Очная,Бакалавр,Отчисленный
4F7A7050313248436E314C4E705833567777484441413D3D,5A776277326E4978616C56594749574B3642363454673D3D,Производство чугуна и прямое получение железа,5,2017/2018,2,22.03.02 Металлургия,Очная,Бакалавр,Отчисленный
4F7A7050313248436E314C4E705833567777484441413D3D,5A776277326E4978616C56594749574B3642363454673D3D,Теория механизмов и машин,4,2016/2017,4,22.03.02 Металлургия,Очная,Бакалавр,Отчисленный
502B6D2B65414E555430534C2B4F77743645454D4A773D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Механика 2.2,4,2016/2017,2,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
502B6D2B65414E555430534C2B4F77743645454D4A773D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Электрические и электронные аппараты,6,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
502B6D2B65414E555430534C2B4F77743645454D4A773D3D,4A474B357362324474596E46736D4C584B6A6C6354773D3D,Электрические машины,5,2017/2018,3,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
5031616E3631624174466D507769706C70414E6239513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Механика 2.2,4,2016/2017,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
5031616E3631624174466D507769706C70414E6239513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Общеинженерный проект,7,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
5031616E3631624174466D507769706C70414E6239513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Технологический проект,8,2018/2019,2,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
503438363045524851527435715758696B6559354E773D3D,61484E3469413753584B4346674D304263364E6A32413D3D,Экономика 2.4,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
50355464515949742B616E456E4F4250394C486D56413D3D,5159464141703049374A4E6C7272334A564359576F413D3D,Детали машин и основы проектирования 2,6,2016/2017,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
50355464515949742B616E456E4F4250394C486D56413D3D,5159464141703049374A4E6C7272334A564359576F413D3D,"Метрология, стандартизация и сертификация 1.1",5,2016/2017,2,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
50355464515949742B616E456E4F4250394C486D56413D3D,5159464141703049374A4E6C7272334A564359576F413D3D,Технология автоматизированного производства,7,2017/2018,1,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
50355464515949742B616E456E4F4250394C486D56413D3D,5159464141703049374A4E6C7272334A564359576F413D3D,Экономика 2.3,6,2016/2017,3,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
50446751306D336D506C31417A6C7A62656D62452B513D3D,6444694557316C4434395963744A5A504B38495972513D3D,Экономика 2.4,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
50446751306D336D506C31417A6C7A62656D62452B513D3D,6444694557316C4434395963744A5A504B38495972513D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
50446751306D336D506C31417A6C7A62656D62452B513D3D,6444694557316C4434395963744A5A504B38495972513D3D,Электрические станции и подстанции,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
504472524D4343386159734756357865717A723738513D3D,2B3873446334666F496161786959526E7348624131513D3D,Специальные вопросы электроснабжения,3,2016/2017,3,13.04.02 Электроэнергетика и электротехника,Очная,Магистр,Отчисленный
50447557544B624A6D72717262545A77562B6A666C413D3D,31736B3771513136433250386755502F474D713238513D3D,Бурение нефтяных и газовых скважин,6,2017/2018,2,21.05.02 Прикладная геология,Очная,Специалист,Отчисленный
50447557544B624A6D72717262545A77562B6A666C413D3D,31736B3771513136433250386755502F474D713238513D3D,Структурная геология,5,2017/2018,2,21.05.02 Прикладная геология,Очная,Специалист,Отчисленный
5045374236744373495975544C674C69417962446E673D3D,754B6A2B6A5A496B6776314E2F7438696142484A6C513D3D,Техническая петрография,3,2016/2017,2,18.04.01 Химическая технология,Очная,Магистр,Отчисленный
5045374236744373495975544C674C69417962446E673D3D,754B6A2B6A5A496B6776314E2F7438696142484A6C513D3D,Технология тонкой и строительной керамики,3,2016/2017,2,18.04.01 Химическая технология,Очная,Магистр,Отчисленный
5049726E43514D6C62583266706938577643436249773D3D,6865424349763458464F4E35777759655A526B364E513D3D,"Геология, поиски и разведка месторождений углеводородов",9,2019/2020,2,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
